date,customer_code,policy_id,sales_mode,final_premium_amt(INR)
2022-11-05,SUNZFD,POL4331HEL,Offline-Direct,8625
2022-11-05,SUNE3W,POL4331HEL,Offline-Direct,7950
2022-11-05,SUN44S0,POL4331HEL,Offline-Agent,7875
2022-11-05,SUNCSPG,POL4331HEL,Online-App,8550
2022-11-05,SUN15VR,POL4331HEL,Offline-Agent,7875
2022-11-05,SUNMHY,POL4331HEL,Offline-Agent,9075
2022-11-05,SUN9LZ,POL4331HEL,Offline-Direct,10575
2022-11-05,SUNIU91,POL4331HEL,Offline-Agent,7875
2022-11-05,SUNVHX,POL4331HEL,Offline-Agent,7875
2022-11-05,SUNYQA,POL4331HEL,Offline-Agent,7500
2022-11-05,SUNUD,POL4331HEL,Offline-Agent,9375
2022-11-05,SUNV5TY,POL4331HEL,Offline-Direct,9300
2022-11-05,SUNPMH5,POL4331HEL,Online-App,8925
2022-11-05,SUN5HII,POL4331HEL,Offline-Agent,8325
2022-11-05,SUNS4LB,POL4331HEL,Offline-Direct,7950
2022-11-05,SUNUIP,POL4331HEL,Offline-Agent,8700
2022-11-05,SUNCXPB,POL4331HEL,Offline-Agent,9000
2022-11-05,SUNITV,POL4331HEL,Offline-Agent,9900
2022-11-05,SUN113,POL4331HEL,Offline-Agent,7500
2022-11-05,SUN0EZ,POL4331HEL,Offline-Agent,7950
2022-11-05,SUNMJFU,POL4331HEL,Offline-Agent,7950
2022-11-05,SUNTXZR,POL4331HEL,Offline-Agent,7875
2022-11-05,SUNQ7A,POL4331HEL,Offline-Direct,8700
2022-11-05,SUNEEO4,POL4331HEL,Offline-Agent,7875
2022-11-05,SUNQN5I,POL4331HEL,Offline-Agent,7500
2022-11-05,SUNTH8H,POL4331HEL,Offline-Agent,7950
2022-11-05,SUNHG89,POL4331HEL,Offline-Agent,8250
2022-11-05,SUNN3X6,POL4331HEL,Offline-Agent,8625
2022-11-05,SUN45XD,POL4331HEL,Offline-Agent,9600
2022-11-05,SUN7SI0,POL4331HEL,Offline-Direct,7500
2022-11-06,SUNTZ3,POL4331HEL,Offline-Agent,11775
2022-11-06,SUNYUF8,POL4331HEL,Offline-Direct,7800
2022-11-06,SUNYWQU,POL4331HEL,Offline-Agent,7500
2022-11-06,SUN3YB,POL4331HEL,Offline-Agent,10275
2022-11-06,SUNPSN,POL4331HEL,Online-Website,7500
2022-11-06,SUN67J,POL4331HEL,Offline-Agent,11925
2022-11-06,SUNSE0,POL4331HEL,Offline-Direct,8400
2022-11-06,SUNVC,POL4331HEL,Offline-Agent,9750
2022-11-06,SUN65U,POL4331HEL,Offline-Agent,7875
2022-11-06,SUN8AW,POL4331HEL,Online-App,8325
2022-11-06,SUNZ9LJ,POL4331HEL,Offline-Agent,8400
2022-11-06,SUN8KM,POL4331HEL,Offline-Direct,9150
2022-11-06,SUNZON,POL4331HEL,Offline-Agent,7500
2022-11-06,SUNVCQ,POL4331HEL,Offline-Direct,7950
2022-11-06,SUNIGQL,POL4331HEL,Offline-Direct,9675
2022-11-06,SUNCKP,POL4331HEL,Offline-Agent,7500
2022-11-06,SUNSAF,POL4331HEL,Offline-Direct,9675
2022-11-06,SUNR64,POL4331HEL,Offline-Direct,9300
2022-11-06,SUNK707,POL4331HEL,Offline-Agent,9075
2022-11-06,SUNJG9,POL4331HEL,Offline-Direct,7950
2022-11-06,SUNF2Z,POL4331HEL,Offline-Direct,8925
2022-11-06,SUNV8PR,POL4331HEL,Offline-Agent,7875
2022-11-06,SUNYA6,POL4331HEL,Offline-Agent,9300
2022-11-06,SUNWQQF,POL4331HEL,Offline-Direct,7875
2022-11-06,SUNE468,POL4331HEL,Offline-Agent,7875
2022-11-06,SUN9HWD,POL4331HEL,Offline-Direct,9375
2022-11-06,SUNLDH,POL4331HEL,Offline-Agent,7500
2022-11-06,SUN8ANR,POL4331HEL,Offline-Agent,9975
2022-11-06,SUNQ0T,POL4331HEL,Offline-Agent,7500
2022-11-07,SUNYG,POL4331HEL,Offline-Agent,9225
2022-11-07,SUNG47,POL4331HEL,Offline-Agent,9675
2022-11-07,SUN8E4Q,POL4331HEL,Offline-Direct,8250
2022-11-07,SUNUUJ,POL4331HEL,Offline-Direct,10875
2022-11-07,SUNJO5,POL4331HEL,Offline-Agent,7875
2022-11-07,SUN5KN6,POL4331HEL,Offline-Agent,10800
2022-11-07,SUNUEG,POL4331HEL,Offline-Direct,9300
2022-11-07,SUNH2W,POL4331HEL,Offline-Agent,9075
2022-11-07,SUN7CS,POL4331HEL,Offline-Agent,9225
2022-11-07,SUNJ5W5,POL4331HEL,Offline-Agent,11700
2022-11-08,SUNAAM,POL4331HEL,Offline-Agent,7950
2022-11-08,SUNZ6ZL,POL4331HEL,Offline-Agent,9825
2022-11-08,SUNCS0,POL4331HEL,Offline-Direct,7500
2022-11-08,SUNV18,POL4331HEL,Offline-Direct,8925
2022-11-08,SUN68L,POL4331HEL,Offline-Agent,8850
2022-11-08,SUNMGK,POL4331HEL,Offline-Agent,10050
2022-11-08,SUNZIR,POL4331HEL,Offline-Agent,8925
2022-11-08,SUN17,POL4331HEL,Offline-Agent,8250
2022-11-08,SUN6KI,POL4331HEL,Offline-Agent,8700
2022-11-08,SUN78R,POL4331HEL,Offline-Agent,10125
2022-11-08,SUNQQ60,POL4331HEL,Offline-Agent,9450
2022-11-08,SUNIQN,POL4331HEL,Offline-Agent,7500
2022-11-08,SUNF2P2,POL4331HEL,Offline-Agent,10575
2022-11-08,SUN8LCV,POL4331HEL,Offline-Agent,7500
2022-11-09,SUN3XXM,POL4331HEL,Offline-Agent,9225
2022-11-09,SUNO445,POL4331HEL,Offline-Agent,7500
2022-11-09,SUNCTW,POL4331HEL,Offline-Direct,8775
2022-11-09,SUNX3P,POL4331HEL,Offline-Agent,7500
2022-11-09,SUNYW0,POL4331HEL,Offline-Agent,9825
2022-11-09,SUNGON,POL4331HEL,Offline-Agent,9675
2022-11-09,SUNZVFW,POL4331HEL,Offline-Agent,8250
2022-11-09,SUNRXI,POL4331HEL,Offline-Agent,7875
2022-11-09,SUNDHV7,POL4331HEL,Offline-Direct,11700
2022-11-09,SUNMLVM,POL4331HEL,Offline-Direct,7950
2022-11-09,SUNLD9Y,POL4331HEL,Offline-Direct,7500
2022-11-10,SUN01Z,POL4331HEL,Offline-Agent,7875
2022-11-10,SUNP4,POL4331HEL,Offline-Agent,9000
2022-11-10,SUNWOU,POL4331HEL,Offline-Agent,7500
2022-11-10,SUNWSHD,POL4331HEL,Offline-Agent,8250
2022-11-10,SUN7BU1,POL4331HEL,Offline-Agent,9075
2022-11-10,SUN8K8,POL4331HEL,Offline-Agent,8175
2022-11-10,SUN2MF3,POL4331HEL,Offline-Agent,7500
2022-11-10,SUNRTE0,POL4331HEL,Offline-Agent,7500
2022-11-10,SUNZUA,POL4331HEL,Online-App,9150
2022-11-10,SUNBF4J,POL4331HEL,Offline-Direct,7500
2022-11-11,SUNX9DT,POL4331HEL,Offline-Agent,7500
2022-11-11,SUNMTJV,POL4331HEL,Offline-Agent,7500
2022-11-11,SUN43E,POL4331HEL,Offline-Direct,7950
2022-11-11,SUN4Y,POL4331HEL,Offline-Agent,7500
2022-11-11,SUNPE,POL4331HEL,Offline-Agent,7875
2022-11-11,SUN634K,POL4331HEL,Online-Website,9150
2022-11-11,SUN4IMR,POL4331HEL,Offline-Direct,9900
2022-11-11,SUNKOJA,POL4331HEL,Offline-Agent,10125
2022-11-11,SUNCVLJ,POL4331HEL,Offline-Direct,7875
2022-11-11,SUN1O1K,POL4331HEL,Offline-Agent,9900
2022-11-12,SUN4B6P,POL4331HEL,Offline-Direct,9825
2022-11-12,SUN7Y4,POL4331HEL,Offline-Agent,7500
2022-11-12,SUN3L0,POL4331HEL,Online-App,7500
2022-11-12,SUNLIFL,POL4331HEL,Offline-Agent,9675
2022-11-12,SUN2ZH,POL4331HEL,Offline-Agent,8625
2022-11-12,SUNXEP,POL4331HEL,Offline-Direct,9975
2022-11-12,SUNGGSE,POL4331HEL,Offline-Agent,11625
2022-11-12,SUNRRXG,POL4331HEL,Offline-Agent,10725
2022-11-12,SUNL2G5,POL4331HEL,Offline-Direct,9975
2022-11-12,SUNIX8B,POL4331HEL,Offline-Agent,8775
2022-11-12,SUNQT9K,POL4331HEL,Offline-Agent,7500
2022-11-12,SUNEK62,POL4331HEL,Offline-Agent,9900
2022-11-12,SUNKQX8,POL4331HEL,Offline-Direct,8700
2022-11-12,SUNYY96,POL4331HEL,Offline-Agent,7800
2022-11-12,SUNUI7P,POL4331HEL,Offline-Agent,8550
2022-11-12,SUNDESV,POL4331HEL,Offline-Agent,9150
2022-11-12,SUN76C2,POL4331HEL,Offline-Agent,7875
2022-11-12,SUNAPHK,POL4331HEL,Offline-Agent,7500
2022-11-12,SUNM5PQ,POL4331HEL,Offline-Direct,9750
2022-11-12,SUN0BA,POL4331HEL,Offline-Agent,10050
2022-11-12,SUNU98X,POL4331HEL,Offline-Agent,10725
2022-11-12,SUNU562,POL4331HEL,Offline-Agent,7500
2022-11-12,SUNWOB,POL4331HEL,Offline-Direct,8400
2022-11-12,SUNQ02,POL4331HEL,Offline-Agent,7875
2022-11-12,SUNUD7L,POL4331HEL,Offline-Agent,8475
2022-11-12,SUNZG04,POL4331HEL,Offline-Direct,10050
2022-11-12,SUN6G1,POL4331HEL,Offline-Agent,9750
2022-11-12,SUN4EG,POL4331HEL,Offline-Direct,9375
2022-11-12,SUNCWH,POL4331HEL,Offline-Agent,7500
2022-11-12,SUN0I3,POL4331HEL,Offline-Agent,9975
2022-11-12,SUNJ4U,POL4331HEL,Offline-Agent,9750
2022-11-12,SUN3GW3,POL4331HEL,Offline-Agent,9675
2022-11-12,SUN734F,POL4331HEL,Online-App,8775
2022-11-13,SUNDRE1,POL4331HEL,Offline-Agent,10800
2022-11-13,SUN1Z98,POL4331HEL,Offline-Agent,7500
2022-11-13,SUNX8P,POL4331HEL,Offline-Direct,7950
2022-11-13,SUNVWX,POL4331HEL,Online-App,7500
2022-11-13,SUN7ZSU,POL4331HEL,Offline-Direct,7875
2022-11-13,SUNY23,POL4331HEL,Offline-Direct,8625
2022-11-13,SUN07D8,POL4331HEL,Offline-Agent,10725
2022-11-13,SUNN4S,POL4331HEL,Offline-Direct,9675
2022-11-13,SUNCO8,POL4331HEL,Offline-Agent,7500
2022-11-13,SUNCEBD,POL4331HEL,Offline-Direct,7500
2022-11-13,SUNNXWM,POL4331HEL,Offline-Agent,8850
2022-11-13,SUN2IG,POL4331HEL,Offline-Agent,8250
2022-11-13,SUNX1A,POL4331HEL,Offline-Agent,8550
2022-11-13,SUNMUP,POL4331HEL,Offline-Agent,8850
2022-11-13,SUNSTG,POL4331HEL,Offline-Direct,7950
2022-11-13,SUNOHQ,POL4331HEL,Offline-Direct,8100
2022-11-13,SUNLAGZ,POL4331HEL,Offline-Agent,10200
2022-11-13,SUNF,POL4331HEL,Offline-Agent,10275
2022-11-13,SUNXLF,POL4331HEL,Online-App,10050
2022-11-13,SUNPAMO,POL4331HEL,Offline-Agent,7500
2022-11-13,SUNM1,POL4331HEL,Offline-Agent,8925
2022-11-13,SUNNU66,POL4331HEL,Offline-Agent,9375
2022-11-13,SUN7AR,POL4331HEL,Offline-Agent,7950
2022-11-13,SUNVY2U,POL4331HEL,Offline-Agent,7500
2022-11-13,SUN3IT8,POL4331HEL,Offline-Agent,7500
2022-11-13,SUNSQ9,POL4331HEL,Offline-Direct,7875
2022-11-13,SUNQ2FW,POL4331HEL,Offline-Agent,10725
2022-11-13,SUNKICB,POL4331HEL,Offline-Direct,9600
2022-11-13,SUNC0J,POL4331HEL,Offline-Agent,8175
2022-11-13,SUNDN,POL4331HEL,Offline-Direct,7500
2022-11-13,SUNH9Q,POL4331HEL,Offline-Agent,10350
2022-11-13,SUNHE24,POL4331HEL,Offline-Direct,9900
2022-11-13,SUNK1,POL4331HEL,Offline-Agent,9150
2022-11-13,SUNCX9,POL4331HEL,Offline-Direct,7500
2022-11-13,SUNWYG0,POL4331HEL,Offline-Agent,9150
2022-11-13,SUNHZQ7,POL4331HEL,Offline-Agent,7875
2022-11-13,SUN11I,POL4331HEL,Online-App,9225
2022-11-13,SUNKW9E,POL4331HEL,Offline-Agent,7500
2022-11-13,SUN95HG,POL4331HEL,Online-Website,9075
2022-11-13,SUNA7Z,POL4331HEL,Offline-Agent,9300
2022-11-13,SUNO9T9,POL4331HEL,Offline-Agent,8400
2022-11-13,SUNZUMA,POL4331HEL,Offline-Agent,7950
2022-11-13,SUNR1OY,POL4331HEL,Offline-Agent,9225
2022-11-13,SUNTW1,POL4331HEL,Offline-Direct,7875
2022-11-13,SUNJ4MA,POL4331HEL,Offline-Direct,8925
2022-11-13,SUNOUS,POL4331HEL,Offline-Direct,8325
2022-11-13,SUN9HFH,POL4331HEL,Online-App,11625
2022-11-13,SUNUCWY,POL4331HEL,Offline-Direct,7875
2022-11-14,SUNQDGL,POL4331HEL,Offline-Direct,9900
2022-11-14,SUNJAK,POL4331HEL,Offline-Direct,8850
2022-11-14,SUN0D,POL4331HEL,Offline-Agent,7500
2022-11-14,SUN26G1,POL4331HEL,Offline-Agent,9225
2022-11-14,SUNB2,POL4331HEL,Offline-Agent,9900
2022-11-14,SUN0UR,POL4331HEL,Offline-Direct,9750
2022-11-14,SUN958G,POL4331HEL,Online-App,7800
2022-11-14,SUNKU2,POL4331HEL,Offline-Agent,10125
2022-11-14,SUNZGZ,POL4331HEL,Offline-Agent,9600
2022-11-14,SUNMWOK,POL4331HEL,Offline-Agent,7500
2022-11-14,SUNOM8H,POL4331HEL,Offline-Direct,8325
2022-11-14,SUNBR2K,POL4331HEL,Offline-Agent,8775
2022-11-15,SUNFFX8,POL4331HEL,Online-App,10050
2022-11-15,SUNZ1OO,POL4331HEL,Offline-Agent,7500
2022-11-15,SUNW4DW,POL4331HEL,Offline-Agent,9750
2022-11-15,SUN4L7I,POL4331HEL,Offline-Agent,7500
2022-11-15,SUNKB0U,POL4331HEL,Offline-Agent,9975
2022-11-15,SUNN66,POL4331HEL,Offline-Agent,7875
2022-11-15,SUNBXD,POL4331HEL,Offline-Direct,9150
2022-11-15,SUNK9,POL4331HEL,Offline-Agent,7500
2022-11-15,SUNIIV,POL4331HEL,Online-App,8925
2022-11-15,SUNQU,POL4331HEL,Offline-Agent,9675
2022-11-15,SUNU3DK,POL4331HEL,Offline-Direct,7875
2022-11-15,SUN966,POL4331HEL,Offline-Direct,8925
2022-11-15,SUNPC3N,POL4331HEL,Offline-Agent,9825
2022-11-16,SUNPG,POL4331HEL,Offline-Agent,7500
2022-11-16,SUNCZP0,POL4331HEL,Offline-Direct,7800
2022-11-16,SUNKIZ,POL4331HEL,Offline-Agent,7500
2022-11-16,SUNTW13,POL4331HEL,Offline-Agent,11400
2022-11-16,SUN6NHY,POL4331HEL,Offline-Agent,7950
2022-11-16,SUN8FWC,POL4331HEL,Offline-Agent,9300
2022-11-16,SUNYPP,POL4331HEL,Offline-Agent,10125
2022-11-16,SUNX0M,POL4331HEL,Online-Website,7800
2022-11-16,SUNO47,POL4331HEL,Offline-Agent,8475
2022-11-16,SUN2RY,POL4331HEL,Offline-Agent,10125
2022-11-16,SUNM5M1,POL4331HEL,Offline-Agent,8325
2022-11-16,SUN4L,POL4331HEL,Offline-Agent,10800
2022-11-16,SUNXAL,POL4331HEL,Offline-Agent,9225
2022-11-16,SUNTO2R,POL4331HEL,Offline-Agent,7875
2022-11-16,SUNVAP2,POL4331HEL,Offline-Agent,9300
2022-11-16,SUNZG4,POL4331HEL,Offline-Agent,7500
2022-11-17,SUNGUSZ,POL4331HEL,Online-App,8325
2022-11-17,SUN5WNI,POL4331HEL,Offline-Agent,9075
2022-11-17,SUNCNUU,POL4331HEL,Offline-Agent,7875
2022-11-17,SUN8ZP,POL4331HEL,Offline-Agent,11925
2022-11-17,SUNKN9P,POL4331HEL,Offline-Direct,7800
2022-11-17,SUN28T,POL4331HEL,Offline-Direct,9150
2022-11-17,SUN4NMI,POL4331HEL,Offline-Direct,9975
2022-11-17,SUNLV2W,POL4331HEL,Offline-Direct,7875
2022-11-17,SUNA04V,POL4331HEL,Offline-Direct,7500
2022-11-17,SUNZST,POL4331HEL,Offline-Direct,7875
2022-11-17,SUNJGD,POL4331HEL,Offline-Agent,8850
2022-11-17,SUNFD6,POL4331HEL,Offline-Direct,9525
2022-11-18,SUN4FE,POL4331HEL,Offline-Agent,7800
2022-11-18,SUN8MM,POL4331HEL,Offline-Agent,9600
2022-11-18,SUNB3R,POL4331HEL,Offline-Agent,8175
2022-11-18,SUNMUDB,POL4331HEL,Offline-Direct,9975
2022-11-18,SUNDNO,POL4331HEL,Offline-Agent,7800
2022-11-18,SUN2KM,POL4331HEL,Offline-Direct,9075
2022-11-18,SUN9VQK,POL4331HEL,Offline-Agent,7800
2022-11-18,SUNQ5GA,POL4331HEL,Offline-Agent,7500
2022-11-18,SUNQJTW,POL4331HEL,Offline-Agent,8400
2022-11-18,SUNCLJV,POL4331HEL,Offline-Agent,8250
2022-11-18,SUNVXUB,POL4331HEL,Offline-Agent,11700
2022-11-18,SUNRTB,POL4331HEL,Offline-Agent,8775
2022-11-18,SUN0ZQ,POL4331HEL,Offline-Direct,7875
2022-11-18,SUN7V2,POL4331HEL,Offline-Agent,9150
2022-11-18,SUNJTO8,POL4331HEL,Offline-Agent,9075
2022-11-19,SUNXFF,POL4331HEL,Offline-Agent,7875
2022-11-19,SUNEKYT,POL4331HEL,Online-Website,10200
2022-11-19,SUNBSBW,POL4331HEL,Offline-Direct,9975
2022-11-19,SUN4ZWP,POL4331HEL,Offline-Agent,7800
2022-11-19,SUNZTMC,POL4331HEL,Offline-Direct,7950
2022-11-19,SUNTJ3,POL4331HEL,Offline-Direct,7500
2022-11-19,SUNEUWN,POL4331HEL,Offline-Direct,7800
2022-11-19,SUN14C,POL4331HEL,Offline-Agent,8850
2022-11-19,SUN58X,POL4331HEL,Offline-Agent,7500
2022-11-19,SUN9VQ,POL4331HEL,Offline-Agent,9825
2022-11-19,SUNVS2L,POL4331HEL,Offline-Agent,8400
2022-11-19,SUNU1WD,POL4331HEL,Offline-Agent,9075
2022-11-19,SUNN85Y,POL4331HEL,Offline-Agent,8475
2022-11-19,SUN91EH,POL4331HEL,Offline-Agent,7950
2022-11-19,SUNIUM,POL4331HEL,Offline-Agent,8925
2022-11-19,SUNTCBX,POL4331HEL,Offline-Agent,7800
2022-11-19,SUN5YB5,POL4331HEL,Offline-Agent,7500
2022-11-19,SUNY5A,POL4331HEL,Online-Website,8925
2022-11-19,SUN6C2Q,POL4331HEL,Offline-Agent,8250
2022-11-19,SUND5BW,POL4331HEL,Offline-Agent,9675
2022-11-19,SUNXJTW,POL4331HEL,Offline-Agent,7950
2022-11-19,SUNBWH,POL4331HEL,Offline-Agent,9900
2022-11-19,SUNLV2Y,POL4331HEL,Offline-Agent,7950
2022-11-20,SUNXHIH,POL4331HEL,Offline-Agent,7500
2022-11-20,SUNVG,POL4331HEL,Online-Website,8325
2022-11-20,SUNDN0,POL4331HEL,Online-App,7500
2022-11-20,SUNA0RV,POL4331HEL,Online-Website,7500
2022-11-20,SUNOJN,POL4331HEL,Offline-Agent,7500
2022-11-20,SUNXD9Y,POL4331HEL,Offline-Direct,8250
2022-11-20,SUN0ML6,POL4331HEL,Offline-Agent,7500
2022-11-20,SUNB07,POL4331HEL,Offline-Agent,7875
2022-11-20,SUN4L2I,POL4331HEL,Offline-Agent,8250
2022-11-20,SUNLJPI,POL4331HEL,Offline-Agent,7500
2022-11-20,SUNYONB,POL4331HEL,Offline-Direct,7500
2022-11-20,SUNHUEP,POL4331HEL,Offline-Direct,7500
2022-11-20,SUN4TU,POL4331HEL,Offline-Agent,7500
2022-11-20,SUNTPL,POL4331HEL,Offline-Agent,8475
2022-11-20,SUN8CV,POL4331HEL,Offline-Direct,7500
2022-11-20,SUNO2,POL4331HEL,Offline-Agent,9000
2022-11-20,SUNLKO,POL4331HEL,Offline-Agent,7875
2022-11-20,SUNFW2,POL4331HEL,Offline-Agent,7500
2022-11-20,SUNZJ4A,POL4331HEL,Offline-Agent,8700
2022-11-20,SUNNC4,POL4331HEL,Offline-Direct,7875
2022-11-20,SUNVAUS,POL4331HEL,Offline-Direct,10050
2022-11-20,SUN6DQ,POL4331HEL,Offline-Direct,9825
2022-11-20,SUNO4PF,POL4331HEL,Offline-Agent,8100
2022-11-20,SUNJ95,POL4331HEL,Offline-Agent,7875
2022-11-20,SUNGG1,POL4331HEL,Offline-Agent,9000
2022-11-20,SUNH1G1,POL4331HEL,Offline-Agent,7500
2022-11-20,SUN4FGS,POL4331HEL,Offline-Agent,7500
2022-11-20,SUN4BH9,POL4331HEL,Offline-Agent,7875
2022-11-20,SUN89OZ,POL4331HEL,Offline-Agent,9000
2022-11-20,SUN0LA,POL4331HEL,Offline-Agent,7500
2022-11-20,SUNEVV,POL4331HEL,Offline-Agent,7500
2022-11-20,SUNQI98,POL4331HEL,Offline-Agent,7500
2022-11-20,SUNG13,POL4331HEL,Offline-Direct,7500
2022-11-20,SUNLYL,POL4331HEL,Offline-Direct,7875
2022-11-20,SUN00NW,POL4331HEL,Online-App,8775
2022-11-20,SUNZUE,POL4331HEL,Offline-Agent,7950
2022-11-21,SUNICT1,POL4331HEL,Offline-Agent,7500
2022-11-21,SUNFPE6,POL4331HEL,Offline-Agent,7875
2022-11-21,SUNPPH2,POL4331HEL,Offline-Agent,7875
2022-11-21,SUNSL5L,POL4331HEL,Offline-Direct,8175
2022-11-21,SUNTFPJ,POL4331HEL,Offline-Direct,7875
2022-11-21,SUNAM8,POL4331HEL,Offline-Agent,9900
2022-11-21,SUNGN,POL4331HEL,Offline-Agent,9375
2022-11-21,SUNMEP,POL4331HEL,Offline-Direct,8475
2022-11-21,SUNNX9,POL4331HEL,Offline-Agent,7500
2022-11-21,SUNCP8,POL4331HEL,Online-Website,7500
2022-11-21,SUN87IP,POL4331HEL,Offline-Agent,7500
2022-11-21,SUN41O,POL4331HEL,Offline-Agent,7800
2022-11-21,SUNAJTF,POL4331HEL,Offline-Agent,7875
2022-11-21,SUNBJE,POL4331HEL,Offline-Agent,8400
2022-11-21,SUNPGMM,POL4331HEL,Offline-Agent,8400
2022-11-21,SUN9Q,POL4331HEL,Offline-Agent,11625
2022-11-21,SUNOHP,POL4331HEL,Offline-Agent,9900
2022-11-21,SUNNF,POL4331HEL,Offline-Agent,8850
2022-11-21,SUNL867,POL4331HEL,Offline-Agent,7875
2022-11-21,SUN42P,POL4331HEL,Offline-Direct,8775
2022-11-21,SUN041,POL4331HEL,Offline-Direct,7875
2022-11-21,SUNTQP3,POL4331HEL,Offline-Direct,8925
2022-11-22,SUNXXF,POL4331HEL,Offline-Direct,7500
2022-11-22,SUNCZFF,POL4331HEL,Offline-Agent,7875
2022-11-22,SUNWT7,POL4331HEL,Offline-Agent,7875
2022-11-22,SUNLRW,POL4331HEL,Offline-Agent,9075
2022-11-22,SUNGF64,POL4331HEL,Offline-Direct,7875
2022-11-22,SUNVH0A,POL4331HEL,Offline-Direct,10800
2022-11-22,SUNNRV,POL4331HEL,Offline-Direct,8475
2022-11-22,SUN8Z1,POL4331HEL,Offline-Agent,7500
2022-11-23,SUNYX7,POL4331HEL,Offline-Agent,7950
2022-11-23,SUNNUEB,POL4331HEL,Offline-Direct,9375
2022-11-23,SUNMK2,POL4331HEL,Offline-Direct,9375
2022-11-23,SUN0ZJ,POL4331HEL,Offline-Agent,7875
2022-11-23,SUNTJW,POL4331HEL,Online-Website,8775
2022-11-23,SUNE7W,POL4331HEL,Offline-Direct,11625
2022-11-23,SUNA6S,POL4331HEL,Offline-Direct,9150
2022-11-23,SUNP7,POL4331HEL,Offline-Agent,10650
2022-11-23,SUNU8PB,POL4331HEL,Offline-Agent,9075
2022-11-23,SUNUR3,POL4331HEL,Offline-Direct,7500
2022-11-23,SUNRYG,POL4331HEL,Offline-Agent,7875
2022-11-23,SUNLI43,POL4331HEL,Offline-Direct,7950
2022-11-23,SUN4D8,POL4331HEL,Offline-Agent,7500
2022-11-24,SUNR8X,POL4331HEL,Offline-Agent,10575
2022-11-24,SUN2UV9,POL4331HEL,Offline-Direct,7500
2022-11-24,SUN95ZI,POL4331HEL,Offline-Agent,7875
2022-11-24,SUN8GEW,POL4331HEL,Offline-Direct,7950
2022-11-24,SUNX4F,POL4331HEL,Offline-Direct,7500
2022-11-24,SUN5KG,POL4331HEL,Offline-Direct,11400
2022-11-24,SUNC0M,POL4331HEL,Offline-Agent,9450
2022-11-24,SUN6P1,POL4331HEL,Offline-Direct,7800
2022-11-24,SUNVABK,POL4331HEL,Offline-Agent,7800
2022-11-24,SUN0PR,POL4331HEL,Offline-Agent,7950
2022-11-25,SUNB9F,POL4331HEL,Offline-Agent,7500
2022-11-25,SUN94BG,POL4331HEL,Offline-Agent,7950
2022-11-25,SUN080,POL4331HEL,Offline-Agent,7875
2022-11-25,SUNDAQ,POL4331HEL,Offline-Agent,9600
2022-11-25,SUNXG93,POL4331HEL,Offline-Direct,11775
2022-11-25,SUN90YK,POL4331HEL,Offline-Direct,7500
2022-11-25,SUN21Q,POL4331HEL,Offline-Agent,7875
